"MARCA_VEHICULO","MODELO_VEHICULO","TIPO_VEHICULO","EDAD_VEHICULO","FECHA_ACCIDENTE","GRAVEDAD_ACCIDENTE","DEPARTAMENTO_ACCIDENTE","MUNICIPIO_ACCIDENTE","AUTORIDAD_DE_TRANSITO"
"BAJAJ","2025","MOTOCICLETA","1","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2015","MOTOCICLETA","11","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2025","MOTOCICLETA","1","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2020","MOTOCICLETA","6","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2019","MOTOCICLETA","7","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2012","MOTOCICLETA","14","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2024","CAMPERO","2","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2011","AUTOMOVIL","14","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"TOYOTA","2022","AUTOMOVIL","4","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2024","MOTOCICLETA","2","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2022","AUTOMOVIL","4","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2021","MOTOCICLETA","5","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2016","CAMIONETA","10","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2012","MOTOCICLETA","13","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2016","MOTOCICLETA","9","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2007","AUTOMOVIL","19","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2014","MOTOCICLETA","11","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2025","MOTOCICLETA","1","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2024","MOTOCICLETA","2","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2015","MOTOCICLETA","11","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CITROEN","2020","AUTOMOVIL","5","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2005","MOTOCICLETA","21","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2014","MOTOCICLETA","11","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2021","MOTOCICLETA","5","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2022","MOTOCICLETA","4","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"TOYOTA","2017","CAMPERO","8","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2018","CAMIONETA","8","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2022","AUTOMOVIL","3","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2024","MOTOCICLETA","1","Dec 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2018","MOTOCICLETA","8","Dec 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"BAJAJ","2022","MOTOCICLETA","4","Dec 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2016","MOTOCICLETA","10","Dec 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"BAJAJ","2016","MOTOCICLETA","9","Dec 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2018","MOTOCICLETA","8","Dec 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2010","MOTOCICLETA","16","Dec 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"RENAULT","2017","AUTOMOVIL","9","Dec 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"BAJAJ","2019","MOTOCICLETA","6","Dec 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2024","MOTOCICLETA","1","Dec 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2024","MOTOCICLETA","2","Dec 2024","CON MUERTOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2025","MOTOCICLETA","1","Dec 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"BAJAJ","2025","MOTOCICLETA","1","Dec 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2025","MOTOCICLETA","1","Dec 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2024","MOTOCICLETA","2","Dec 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2018","MOTOCICLETA","7","Dec 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2025","MOTOCICLETA","1","Dec 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2025","MOTOCICLETA","1","Dec 2024","CON HERIDOS","RISARALDA","LA VIRGINIA","STRIA MCPAL TTOyTTE LA VIRGINIA"
"AKT","2019","MOTOCICLETA","7","Dec 2024","CON HERIDOS","RISARALDA","LA VIRGINIA","STRIA MCPAL TTOyTTE LA VIRGINIA"
"AKT","2025","MOTOCICLETA","1","Dec 2024","CON HERIDOS","RISARALDA","LA VIRGINIA","STRIA MCPAL TTOyTTE LA VIRGINIA"
"AKT","2025","MOTOCICLETA","1","Dec 2024","CON HERIDOS","RISARALDA","LA VIRGINIA","STRIA MCPAL TTOyTTE LA VIRGINIA"
"YAMAHA","2016","MOTOCICLETA","10","Dec 2024","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"BAJAJ","2019","MOTOCICLETA","7","Dec 2024","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"TOYOTA","2022","CAMIONETA","3","Dec 2024","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"YAMAHA","2010","MOTOCICLETA","15","Dec 2024","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"CHANGAN","2019","CAMIONETA","7","Dec 2024","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"BAJAJ","2016","MOTOCICLETA","10","Dec 2024","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"AKT","2014","MOTOCICLETA","12","Dec 2024","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"AKT","2011","MOTOCICLETA","14","Dec 2024","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"AKT","2020","MOTOCICLETA","6","Dec 2024","CON HERIDOS","RISARALDA","LA VIRGINIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2023","MOTOCARRO","3","Dec 2024","CON HERIDOS","RISARALDA","LA VIRGINIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2016","MOTOCICLETA","10","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2018","MOTOCICLETA","8","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"KTM","2025","MOTOCICLETA","1","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2021","MOTOCICLETA","5","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2024","CAMPERO","2","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2023","MOTOCICLETA","3","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2018","AUTOMOVIL","8","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BENELLI","2022","MOTOCICLETA","4","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2021","MOTOCICLETA","5","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2024","MOTOCICLETA","2","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2013","CAMIONETA","12","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2024","MOTOCICLETA","2","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2023","MOTOCICLETA","3","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2009","MOTOCICLETA","17","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"KTM","2022","MOTOCICLETA","4","Dec 2024","CON MUERTOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2021","MOTOCICLETA","5","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"TOYOTA","2019","CAMPERO","6","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2013","AUTOMOVIL","12","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2023","MOTOCICLETA","2","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"INTERNATIONAL","2015","VOLQUETA","7","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"INTERNATIONAL","2012","VOLQUETA","14","Dec 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2015","MOTOCICLETA","11","Dec 2024","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2025","MOTOCICLETA","1","Dec 2024","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2021","MOTOCICLETA","5","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA - LA YE","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2009","MOTOCICLETA","16","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA - LA YE","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2015","MOTOCICLETA","11","Dec 2023","CON MUERTOS","RISARALDA","DOSQUEBRADAS","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"ZHONGXING","2007","CAMIONETA","18","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2023","MOTOCICLETA","2","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2014","MOTOCICLETA","12","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2024","MOTOCICLETA","2","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2011","MOTOCICLETA","15","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2023","MOTOCICLETA","3","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2017","MOTOCICLETA","9","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2014","MOTOCICLETA","12","Dec 2023","CON HERIDOS","RISARALDA","LA VIRGINIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2020","MOTOCICLETA","6","Dec 2023","CON MUERTOS","RISARALDA","LA VIRGINIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2019","MOTOCICLETA","7","Dec 2023","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"YAMAHA","2009","MOTOCICLETA","17","Dec 2023","CON HERIDOS","RISARALDA","LA VIRGINIA","STRIA MCPAL TTOyTTE LA VIRGINIA"
"KTM","2016","MOTOCICLETA","10","Dec 2023","CON HERIDOS","RISARALDA","LA VIRGINIA","STRIA MCPAL TTOyTTE LA VIRGINIA"
"YAMAHA","2020","MOTOCICLETA","6","Dec 2023","CON HERIDOS","RISARALDA","LA VIRGINIA","STRIA MCPAL TTOyTTE LA VIRGINIA"
"AKT","2018","MOTOCICLETA","8","Dec 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"INTERNATIONAL","2015","VOLQUETA","11","Dec 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2023","MOTOCICLETA","3","Dec 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2023","MOTOCICLETA","3","Dec 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"BAJAJ","2019","MOTOCICLETA","7","Dec 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"BAJAJ","2015","MOTOCICLETA","10","Dec 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"RENAULT","2014","CAMIONETA","12","Dec 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"BAJAJ","2014","MOTOCICLETA","11","Dec 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2023","MOTOCICLETA","3","Dec 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2016","MOTOCICLETA","10","Dec 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"BAJAJ","2024","MOTOCICLETA","2","Dec 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"TOYOTA","2006","CAMIONETA","19","Dec 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2022","MOTOCICLETA","4","Dec 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2011","MOTOCICLETA","15","Dec 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2014","MOTOCICLETA","11","Dec 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"BAJAJ","2017","MOTOCICLETA","9","Dec 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","1998","MOTOCICLETA","27","Dec 2023","CON MUERTOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"INTERNATIONAL","2013","VOLQUETA","13","Dec 2023","CON MUERTOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2024","MOTOCICLETA","2","Dec 2023","CON MUERTOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2018","MOTOCICLETA","8","Dec 2023","CON MUERTOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2014","MOTOCICLETA","11","Dec 2023","CON MUERTOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2021","MOTOCICLETA","5","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","1997","MOTOCICLETA","22","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2015","AUTOMOVIL","11","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2010","MOTOCICLETA","15","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2019","MOTOCICLETA","7","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2023","MOTOCICLETA","3","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2015","MOTOCICLETA","11","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2016","MOTOCICLETA","10","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2011","MOTOCICLETA","14","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2023","MOTOCICLETA","3","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2018","MOTOCICLETA","7","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2013","MOTOCICLETA","13","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2023","MOTOCICLETA","3","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2017","MOTOCICLETA","9","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2022","MOTOCICLETA","4","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2024","MOTOCICLETA","2","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2016","MOTOCICLETA","10","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2023","MOTOCICLETA","2","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2020","MOTOCICLETA","6","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2014","MOTOCICLETA","11","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2015","MOTOCICLETA","11","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2020","MOTOCICLETA","6","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2022","MOTOCICLETA","3","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2016","MOTOCICLETA","9","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","1996","MOTOCICLETA","23","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2018","MOTOCICLETA","8","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2019","MOTOCICLETA","7","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2018","AUTOMOVIL","7","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2008","MOTOCICLETA","18","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2016","MOTOCICLETA","10","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2019","MOTOCICLETA","7","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2015","MOTOCICLETA","11","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2024","MOTOCICLETA","2","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2010","MOTOCICLETA","16","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"TOYOTA","1995","CAMIONETA","31","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2020","MOTOCICLETA","6","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2013","MOTOCICLETA","12","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2017","MOTOCICLETA","8","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2015","MOTOCICLETA","11","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2018","MOTOCICLETA","7","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2022","MOTOCICLETA","3","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2019","MOTOCICLETA","7","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HONDA","2013","MOTOCICLETA","12","Dec 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"CHEVROLET","2000","AUTOMOVIL","19","Dec 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"CHEVROLET","2008","AUTOMOVIL","17","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"NISSAN","2011","AUTOMOVIL","15","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"NISSAN","2006","MICROBUS","19","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"CHEVROLET","2020","CAMIONETA","6","Dec 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
